i	subtype	clegId	det	hm	more
1	layer	l/1:a,b,c	1.0	l/p 1
2	layer	l/2:a,b,c	1.0	l/p -1
3	layer	l/3:a,b,c	1.0	l/p 1 1 2
4	layer	l/4:a,b,c	1.0	l/p 1 1 m
5	layer	l/5:a,b,c	1.0	l/p 1 1 a
6	layer	l/5:b,-a-b,c	1.0	l/p 1 1 n
7	layer	l/5:-a-b,a,c	1.0	l/p 1 1 b
8	layer	l/6:a,b,c	1.0	l/p 1 1 2/m
9	layer	l/7:a,b,c	1.0	l/p 1 1 2/a
10	layer	l/7:b,-a-b,c	1.0	l/p 1 1 2/n
11	layer	l/7:-a-b,a,c	1.0	l/p 1 1 2/b
12	layer	l/8:a,b,c	1.0	l/p 2 1 1
13	layer	l/8:b,-a,c	1.0	l/p 1 2 1
14	layer	l/9:a,b,c	1.0	l/p 21 1 1
15	layer	l/9:b,-a,c	1.0	l/p 1 21 1
16	layer	l/10:a,b,c	1.0	l/c 2 1 1
17	layer	l/10:b,-a,c	1.0	l/c 1 2 1
18	layer	l/11:a,b,c	1.0	l/p m 1 1
19	layer	l/11:b,-a,c	1.0	l/p 1 m 1
20	layer	l/12:a,b,c	1.0	l/p b 1 1
21	layer	l/12:b,-a,c	1.0	l/p 1 a 1
22	layer	l/13:a,b,c	1.0	l/c m 1 1
23	layer	l/13:b,-a,c	1.0	l/c 1 m 1
24	layer	l/14:a,b,c	1.0	l/p 2/m 1 1
25	layer	l/14:b,-a,c	1.0	l/p 1 2/m 1
26	layer	l/15:a,b,c	1.0	l/p 21/m 1 1
27	layer	l/15:b,-a,c	1.0	l/p 1 21/m 1
28	layer	l/16:a,b,c	1.0	l/p 2/b 1 1
29	layer	l/16:b,-a,c	1.0	l/p 1 2/a 1
30	layer	l/17:a,b,c	1.0	l/p 21/b 1 1
31	layer	l/17:b,-a,c	1.0	l/p 1 21/a 1
32	layer	l/18:a,b,c	1.0	l/c 2/m 1 1
33	layer	l/18:b,-a,c	1.0	l/c 1 2/m 1
34	layer	l/19:a,b,c	1.0	l/p 2 2 2
35	layer	l/20:a,b,c	1.0	l/p 21 2 2
36	layer	l/20:b,-a,c	1.0	l/p 2 21 2
37	layer	l/21:a,b,c	1.0	l/p 21 21 2
38	layer	l/22:a,b,c	1.0	l/c 2 2 2
39	layer	l/23:a,b,c	1.0	l/p m m 2
40	layer	l/24:a,b,c	1.0	l/p m a 2
41	layer	l/24:b,-a,c	1.0	l/p b m 2
42	layer	l/25:a,b,c	1.0	l/p b a 2
